PC4;X;Y
4735;95031.4976838869;396461.744725914
4741;98369.3935674805;400182.536786126
4744;96892.6408877337;397413.24255738
4751;92104.7800372366;399834.955432603
4754;89566.2069221648;402430.225848969
4756;87137.1720215579;398814.728621015
4758;95211.2883045454;404316.185974318
4759;95576.8707796607;405967.533583616
4761;100345.096886451;407788.636650253
4762;101560.221425;405800.235968229
4765;105816.018015571;409410.993892714
4766;107516.074419047;408522.027761224
4771;104711.677917422;407042.725144869
4772;104926.325409559;405671.759883088
4781;102923.03675;412487.891336388
4782;101187.602975991;410881.283898789
4791;96946.0203262111;408247.477653665
4793;91694.2106542856;406225.877795556
4794;88322.2900084529;408472.585980383
4796;91124.3159686411;408360.734236934
4797;89585.1552291893;410776.799798649
4811;112640.568305128;400032.772282418
4812;111086.157965474;398935.391132022
4813;110451.6794413;398889.20262348
4814;110892.331789663;399905.500970337
4815;111507.318729065;401259.344208943
4816;113715.124309863;401295.513281096
4817;115215.248771558;400093.480126993
4818;113178.866053293;398980.140326148
4819;112078.926065508;398754.013296524
4822;109590.33334121;402881.179662382
4823;109775.239585842;403895.794146498
4824;110703.92265;402668.005120699
4825;112552.481599469;403507.093513982
4826;113230.638297065;402414.605420767
4827;114180.521272043;402079.29629543
4834;114375.747302381;397885.792098571
4835;113403.722894614;397862.606697424
4836;111454.860024959;394032.044739374
4837;111464.314444134;397635.902406704
4838;108601.400356121;396462.674652407
4839;107655.888191065;399348.589074227
4841;106356.807036675;402701.440713061
4844;111256.117393925;406347.341811682
4845;111415.345791367;408623.263857554
4847;115695.792557576;402883.060422367
4849;119689.899076137;401229.008149013
4851;113941.278388889;395240.968749283
4854;116491.799910917;397825.654467831
4855;112336.361676029;392095.861602353
4856;114189.77668933;390559.74119697
4858;115599.882901883;393934.442997699
4859;117739.96561256;395927.014080676
4861;118548.814766096;390783.641115069
4871;104103.190322256;401995.104194614
4872;104477.767502992;398619.03750985
4873;104371.495349909;397250.144422192
4874;101822.609278493;399953.650231711
4875;102577.48839537;398208.817370679
4876;103137.575813447;396096.376976521
4877;101256.703776229;398494.968066803
4878;101148.30185522;397813.599550275
4879;101489.347758787;397012.048344561
4881;105320.893083067;386713.96134406
4882;103546.431519206;389704.262874635
4884;103368.205963658;383994.439665558
4885;98496.6413572784;385497.331463766
4891;106421.999871368;392093.959829553
4901;118626.973594498;406272.041247455
4902;118558.310357023;405608.823219448
4903;119279.838462564;403401.856551026
4904;116512.568679953;404778.245929721
4905;117848.831515646;408030.20710975
4906;116429.551320568;408572.29694299
4907;119310.929424551;408007.205203792
4908;118915.711759682;408900.606862865
4909;121963.521387584;406924.065204027
4911;115828.5317578;408147.362348235
4921;114031.742256046;410095.934670465
4924;115019.429524497;414609.857130164
4926;108141.40129496;412175.658582661
4927;110857.388898814;411635.274926271
4931;117734.838572872;412313.780323936
4941;119764.890273861;412181.180976503
4942;119720.255199674;412814.357808469
4944;122013.17813686;411719.39522355
5011;134419.657612186;400508.758372613
5012;135511.596018919;399758.304588871
5013;135090.175338095;397732.619965476
5014;134409.188559146;397706.975248598
5015;135830.726961753;398416.419122112
5017;134898.431198962;396260.343798703
5018;136590.279805231;396249.235712
5021;134157.616362797;395702.985762137
5022;134728.470622851;394578.546137104
5025;133100.690591679;395751.290705349
5026;132446.213389226;394181.929474203
5032;129287.189083333;395679.226190093
5035;126937.530966144;399661.915862107
5036;128769.676913935;397272.69450078
5037;131837.106704103;396656.154662308
5038;133792.410362914;396268.811698344
5041;133743.656083767;397449.556853905
5042;131935.330109943;398149.981608604
5043;128989.601179752;399092.51679876
5044;129533.51709828;398406.969568005
5045;127681.008969781;399780.659401789
5046;133651.053954478;398168.80699431
5047;128690.825528314;400755.863843054
5048;131607.058982923;401445.60484
5049;133608.368139521;400535.362126347
5051;131748.672474015;391260.064721412
5052;131593.875432303;393327.862792697
5053;133467.823952805;393670.905043069
5056;137584.66630077;398298.833070831
5057;137756.409450961;400122.702661539
5059;138848.426049544;397906.457729939
5061;141127.449722104;399368.019043629
5062;142928.672880418;397316.433055004
5063;140041.972512928;399424.255345627
5066;140919.291222919;394512.200630524
5071;137844.267129502;403394.337393328
5074;140043.203501158;404240.568077864
5076;144048.887253991;401717.345539913
5081;135722.912531031;389785.305838565
5084;139167.304691667;390655.702909848
5085;137406.915756327;384456.235026551
5087;141159.275169514;385934.064213523
5089;142727.25460677;390230.968208317
5091;145681.906529553;386274.294414404
5094;138794.945835148;380659.030454084
5095;136772.682329124;377636.503741141
5096;140226.23849404;377626.997968543
5101;123084.059595039;404310.992381723
5102;123456.946376183;405344.255776031
5103;124622.584944673;404581.903032523
5104;124061.210156751;404041.195255214
5105;126325.333417721;403136.587185823
5106;125853.845155054;405728.273622151
5107;123267.995048264;403185.662446528
5109;124168.047952036;407969.401464027
5111;121923.123523711;382924.950038633
5113;117817.339460702;384662.911849591
5114;113118.57473311;381717.389828986
5121;122691.198160345;400020.632976338
5122;123243.229817844;400145.848317658
5124;120160.82431914;397445.68209541
5125;125078.842567076;399213.61711597
5126;121355.072037655;394462.19774035
5131;125909.852560167;388221.018031878
5133;128798.741124836;391928.25598
5141;132195.481864093;410932.786653501
5142;133882.721790261;411463.25615867
5143;134195.090761839;410201.657733464
5144;132483.779463077;410040.24154979
5145;133267.04829953;412608.709476802
5146;131059.555809054;409609.02265332
5151;137601.248440924;409064.310378933
5152;136815.005708036;410487.529501116
5154;137396.050745138;412643.309308807
5161;129604.244742313;409907.064449627
5165;124814.719113182;411000.695243485
5171;131697.414414556;407318.100915368
5172;129892.761913369;407087.828245989
5175;132857.47894107;404515.116898368
5176;129709.286411852;403713.19888963
5211;149331.743966576;410873.894126387
5212;149653.221389433;411987.403185309
5213;150807.326874611;411942.547056477
5215;151657.238414162;411256.915023489
5216;150687.336838532;409808.565739266
5221;146118.885706419;414414.146237838
5222;147320.048403764;412615.263841898
5223;147702.841344937;411910.367449114
5224;146312.483603279;412038.80047377
5231;149133.351785377;413612.404181241
5232;151309.504956647;413460.795154624
5233;150434.41855928;414163.842586553
5234;148261.639683468;415198.918706855
5235;149114.857650245;415590.644790016
5236;151727.706825505;416490.34455404
5237;148620.903262595;415498.664155878
5241;152715.810537524;414454.022687048
5242;153833.395565583;413468.132581536
5243;154180.633083827;414822.798321294
5244;155221.886204193;414044.683071919
5245;152144.130594074;415160.375568704
5246;151795.774833064;412292.427679838
5247;153802.951797375;415763.585559842
5248;155052.019734265;412885.855494046
5249;156152.809955299;416671.258067281
5251;142723.697682456;411756.655003759
5252;142775.902695568;412327.256735734
5253;140752.957918081;411579.026476199
5254;141696.997869555;413510.807172889
5256;138185.768582901;415132.509133893
5258;156210.620515174;409993.724773766
5261;149266.807839599;406307.732618952
5262;147518.187629328;405904.880289556
5263;146845.187505938;407375.323991568
5264;147756.595800687;409785.956924742
5266;144251.816027312;408487.771830107
5268;142413.636446852;405801.52043127
5271;152628.606699436;406834.019419411
5272;153305.658872128;406098.102674831
5275;154152.107940934;408961.162678977
5281;149201.669418692;398608.229386397
5282;149379.300044133;401126.225377233
5283;151639.835956641;401369.116791859
5291;152758.595845291;402369.076739686
5292;154518.993809622;403684.89454055
5293;152926.038605723;403922.906418675
5294;154057.707221778;402618.914918667
5296;148351.954880941;403232.118681647
5298;153627.537393864;397766.504403264
5301;145797.152687289;423979.172206096
5302;145552.493091204;423486.977129167
5305;137626.75532;423424.0196688
5306;134365.553158169;424535.493826391
5307;131974.843017833;423932.70910372
5308;137535.84885627;421959.414165677
5311;141299.515023899;423233.924384486
5313;140253.792114344;424329.814629918
5314;144877.861862626;421452.196988889
5315;143035.024471504;421379.15600343
5316;140546.349923184;421285.48972905
5317;139206.930968365;418937.108093418
5318;140349.901355195;418018.067283766
5321;146487.816213821;418613.042173821
5324;143497.3323224;418480.6285328
5325;141757.755708709;418629.069294594
5327;149869.868222294;424836.184793074
5328;150691.649162587;423365.339394056
5331;151035.852099868;420689.382052778
5333;149385.962639669;418141.38866157
5334;148828.15915402;420216.022117114
5335;152167.059715837;421963.797157466
5341;164101.360895593;420033.089096949
5342;165953.299787562;417943.455371542
5343;163649.045922575;417497.690725926
5344;163306.738365766;418319.016772973
5345;162919.105126882;420273.323008064
5346;164002.132841865;421076.775559127
5347;165858.674352433;421432.130062794
5348;165338.138771337;420418.340675955
5349;166037.990866379;419179.736249138
5351;167986.739210853;419544.244682824
5352;171052.38202;423450.861794445
5353;170158.568603116;425106.252033428
5354;171650.441666522;424695.976378261
5355;172696.168171171;423898.129261712
5356;174462.049932292;421874.20327743
5357;174354.18478309;420810.07912828
5358;172537.458890144;421968.724874538
5359;175678.975766772;420900.183950633
5361;178921.994288193;418684.506481928
5363;177780.810980784;417909.019045336
5364;179974.362506843;416455.130296278
5366;167383.427103222;425641.077867039
5367;165876.655682119;423847.097625607
5368;169005.826922756;423914.716330449
5371;172950.92397671;422630.67905841
5373;171856.632832174;420053.050442236
5374;171154.081606278;416520.328289574
5375;175462.833181678;416642.22192774
5381;160736.049800268;414213.159843164
5382;158796.80632748;413465.06030065
5383;160608.15151874;412416.800394184
5384;164356.871343931;415148.112578303
5386;161299.394708913;417097.833044742
5388;167651.353130472;412632.60177243
5391;158224.991047015;416147.101099104
5392;157186.503367051;415466.863813594
5394;163179.541484524;424775.881159226
5395;162340.072874317;423370.543506011
5396;160390.969917518;423050.095259307
5397;158054.167343966;423332.423375431
5398;155355.821284242;421552.798260303
5401;170461.854808941;407962.170634588
5402;171037.070801444;408346.617328038
5403;171922.389977243;408579.676427352
5404;171036.251154412;407032.617690546
5405;172898.125536805;407351.158269792
5406;170674.412924247;408714.414030484
5408;174767.543436213;406644.180973189
5409;177642.256216724;406884.501213103
5411;175312.093762392;411138.878895694
5421;176576.947160164;397077.044929536
5422;176966.000370582;397192.764696988
5423;177408.366707572;398950.74994517
5424;181637.01305587;397864.620497773
5425;179158.187713505;393961.264658118
5427;175166.489533945;401648.62426529
5428;178916.87068048;402353.626255856
5431;188473.128245333;415410.845830545
5432;187655.503503191;416727.568480053
5433;187581.441050175;417941.626934035
5434;187124.005248879;414310.806289237
5435;190231.966948972;413835.160331028
5437;185084.933870769;414854.484107033
5438;181719.589380952;416618.352026623
5439;185397.894621474;417441.133599359
5441;192731.380260599;411859.476604839
5443;188092.808848802;411815.350513072
5445;182837.710974614;403732.175182847
5446;184613.966189834;407205.977666174
5447;190117.921993103;408107.539026525
5449;187928.61550069;406728.359877241
5451;181720.953761251;411807.57576191
5453;179318.97456136;412851.492667827
5454;183695.129713175;409465.294382289
5455;181148.736772296;407520.385609235
5461;166068.81166181;404401.538986251
5462;164663.459844;403657.847823579
5463;167173.830167088;401926.180283797
5464;167401.409495671;404828.439889502
5465;165193.306468499;399602.623059733
5466;163265.738478387;401741.20379371
5467;166842.983342105;404086.800168
5469;169807.387186163;400041.886367296
5471;163531.387596341;410326.782227439
5472;163528.087240431;409428.722205391
5473;161829.328081557;407859.400184836
5476;166690.935962183;408048.51914467
5481;157231.116091683;403318.561673547
5482;158531.413034495;404111.774367901
5491;161231.195478628;397281.092582201
5492;159326.974531373;396243.813689449
5501;156149.705801408;381330.430018109
5502;157051.249570648;381545.204291498
5503;157012.477421669;380429.75783435
5504;155913.678700562;378603.015329246
5505;154796.15853289;380139.319043189
5506;154401.610232635;380616.826719197
5507;153282.263032333;381728.169816222
5508;155272.281077966;382267.342056857
5509;156190.820390547;382524.144129394
5511;151871.359637214;378211.484606445
5512;147829.235433537;381807.823307012
5513;151171.980651095;385357.353215511
5521;150047.496992536;373723.844797036
5524;153117.548993282;376649.552779845
5525;148450.292470925;375554.982487665
5527;146114.015604136;373917.184512513
5528;146779.96946874;379296.592217021
5529;144549.940191206;379056.783985678
5531;143635.936754049;374611.632750146
5534;143072.809148926;380843.876856086
5541;139409.197125464;373762.354307588
5551;158032.122188873;374091.668988433
5552;159595.514360442;374585.435293374
5553;161636.33871147;374971.182478837
5554;159820.247916449;373078.264729967
5555;161378.907039349;373016.46263432
5556;159320.969430461;369273.925234257
5561;155712.72743456;375368.300295837
5563;156408.534302448;371558.940706591
5571;149932.601838424;368253.718069273
5575;149854.354833766;365568.198361738
5581;158427.822616062;377440.153321143
5582;160788.980855943;377987.251508179
5583;162860.788359765;377331.43523255
5591;167908.550768103;377693.152988448
5595;165294.161839008;371703.757281501
5611;161431.822390076;383114.484971603
5612;161239.602531004;384362.836590393
5613;162538.963179574;383215.847934894
5614;162300.586984397;382095.291368085
5615;161304.972324353;382214.48526056
5616;160052.303917489;383396.456150374
5617;159901.740025758;384100.610063636
5621;159846.670015766;385127.821626577
5622;160377.712090774;385543.75423631
5623;161233.283908222;385793.502302444
5624;159839.886371779;386810.013807975
5625;161059.220673219;387017.247793366
5626;158420.029487989;387140.288804961
5627;158952.368960047;388545.063444392
5628;160964.580110849;387879.697179245
5629;160570.731051214;388979.909329801
5631;163829.548550329;385763.929199415
5632;162765.808374699;387525.093604217
5633;163008.979450095;389064.637829791
5641;165018.055592004;384184.947563964
5642;163835.68980131;383282.780561136
5643;163039.508721361;381668.299063327
5644;161489.95318126;380759.716542123
5645;163758.031281198;381609.670314975
5646;163549.535733392;380562.493165018
5647;164415.672477301;381388.056079141
5651;158002.894922562;385507.811882409
5652;158645.562084317;382895.617222694
5653;159027.246007803;381727.607854004
5654;160106.92404733;381428.636708103
5655;158605.694766292;380623.424089513
5656;159661.301709524;380145.177541799
5657;155988.128350339;384225.517416591
5658;156309.018103613;383622.451045734
5661;164943.064474134;380575.708909931
5662;166435.480995979;381966.405412869
5663;165926.260826296;380757.495460653
5664;167033.974476046;380802.459003319
5665;168123.557368583;381172.655339836
5666;167838.968606266;381678.583882707
5667;167360.903843351;382468.329998404
5671;165979.972551521;387396.682308316
5672;165995.541908908;386262.061875575
5673;167359.439969251;386920.733667959
5674;165568.053440443;387052.019666302
5681;156829.559207012;392438.237864169
5682;154863.046570726;392707.905241686
5683;156334.266356526;390109.754871681
5684;154638.67568509;390023.615778502
5685;154122.36132845;390207.168557113
5688;150776.107239943;390195.061811622
5689;149858.969593846;389958.803669231
5691;160846.439366746;392096.369997676
5692;161104.683297612;391632.947268847
5694;164032.278112953;391649.006208679
5701;174317.07596678;388045.81554661
5702;174408.633318103;389180.135866207
5703;176359.962456794;388493.174218118
5704;176774.518186628;385192.741325581
5705;175650.746948786;385174.882243568
5706;171737.302362738;385502.423757688
5707;171770.550360478;387568.840318284
5708;170500.128015464;387267.923552296
5709;176780.931137664;388218.695135876
5711;175990.029621185;377904.599596858
5712;176287.491725019;374162.577489158
5715;174624.284714791;381630.983229077
5721;182501.164569815;378574.884839425
5724;180472.006745926;381734.963739815
5725;182892.998140864;376376.470240532
5731;170132.438598599;383507.503280781
5735;173293.202768845;392101.156768728
5737;168925.803747353;391488.857772941
5738;168809.071418275;394978.37448348
5741;171782.573264269;394963.584946288
5751;182899.736435836;386031.633491218
5752;183035.827211746;388093.36865255
5753;184365.630009979;383688.540657296
5754;185389.401822938;386304.619505247
5756;181331.270255263;382964.523427002
5757;185013.164294464;380885.776758997
5758;188558.370321257;375546.339207186
5759;190059.765639045;380196.368534832
5761;178977.776692686;391398.054429943
5763;183190.260194957;391900.489492251
5764;184368.592323721;394986.913010543
5766;190813.82880204;383128.769263674
5768;188790.83044818;371848.982156846
5801;195377.567667183;393145.379464599
5802;196356.888636468;392916.874732838
5803;196869.397819545;394052.639375227
5804;195793.847616346;394593.324186699
5807;198961.027779421;393807.378847106
5808;200313.496813871;391823.821123871
5809;196629.273364503;390956.194732049
5811;200331.846539736;389156.202905838
5812;194006.588512937;391216.577606294
5813;190049.312952615;390401.529015372
5814;194602.603856862;388036.552009804
5815;191465.544350577;394059.839036346
5816;188874.476193947;394818.892244474
5817;197922.734279928;396516.275997849
5821;197246.985753739;400550.967609217
5823;199605.826885965;397979.647144561
5824;197757.132256439;399009.94950606
5825;192593.29898011;398907.612290424
5826;196399.263473574;402181.129221103
5827;195984.52532702;403424.283207071
5831;193351.228969474;406554.393326667
5835;192427.873192599;409940.417629242
5836;194882.667499307;405219.449219861
5841;186494.835104655;400493.665317868
5843;188317.370333333;398723.926223056
5844;192179.76332691;401510.567962126
5845;188110.005864954;403815.684209881
5846;187493.03000625;404901.614060208
5851;199590.276436422;405943.351093436
5853;201904.772741402;407691.672780301
5854;202208.706071538;402423.25178141
5855;204426.192059198;397647.169413443
5856;208738.869630414;393181.997752189
5861;202768.302774727;394558.821335512
5862;201002.777599067;395735.7243
5863;205464.675246562;393711.169802947
5864;203631.712151485;391818.131379455
5865;203821.557576552;389583.717265172
5866;206039.181481144;389590.829222034
5871;207896.556618134;390717.427516321
5872;207722.294331485;388161.146625942
5911;209601.136272765;376249.870153014
5912;208978.786912943;374229.639994363
5913;210712.462661366;375604.254261702
5914;209793.212690429;377152.482499609
5915;211042.303242604;374563.002936789
5916;211366.863023249;377468.161772127
5921;207951.031475443;375667.406740533
5922;207705.011907042;376196.871789613
5923;207548.98386066;375004.092052853
5924;206873.749553454;375668.405675273
5925;206698.870617422;376622.539010262
5926;206417.821186248;374654.674225467
5927;205494.938871865;376494.529294695
5928;205587.687454198;378744.157264231
5931;207376.275080093;373059.058239658
5932;208444.585735357;371564.932248571
5935;206504.219958352;372026.678241203
5941;209914.067580833;381805.704466528
5943;211353.0468442;385552.804391336
5944;211152.918360816;388392.789757108
5951;206617.929232991;369352.10694868
5953;203270.298311479;365576.687981065
5954;201066.029587039;363495.550648939
5961;201610.556606311;386094.957005223
5962;203843.479305573;386597.19195207
5963;200538.179544538;382673.666071849
5964;197844.736310932;385480.882947267
5966;194960.76932294;383764.425679287
5971;206033.441262587;381873.964293881
5973;207501.139279093;385413.542437673
5975;199114.594215065;379471.595269039
5976;196873.581969047;380426.654917749
5977;193800.254917457;379175.010893928
5981;195999.053499228;371710.894832401
5984;197055.834375565;374249.805985068
5985;194134.919928599;374863.700334825
5986;193167.054089639;372224.328038514
5987;195784.442680966;369199.857070739
5988;197583.080457657;369832.07210853
5991;203502.918753204;371741.880495827
5993;200833.733336736;375806.517791221
5995;200786.378968105;367794.757824958
6001;177744.62261487;363121.144790149
6002;173863.305832046;362949.367232761
6003;177339.657967849;364525.982379541
6004;179350.143349814;363039.166283086
6005;180345.365883476;359819.517204774
6006;175965.582662193;359595.920870968
6011;182626.701322417;358503.208448733
6012;182361.796030663;355513.905140275
6013;184577.040688889;355268.145348062
6014;185541.683276782;353800.852176171
6015;183347.158079374;352592.087388762
6017;187132.520786428;352675.49149
6019;189500.412906113;352806.707863464
6021;168032.96252336;365566.112905599
6023;167636.54179247;362324.137474096
6024;168743.255531387;361095.314781387
6026;172289.412941176;369615.894022953
6027;167937.590755897;368340.735288368
6028;166963.024914286;366404.647895865
6029;171683.724720546;373655.358253333
6031;179982.487880516;365442.651222148
6034;184384.510819702;365466.259366543
6035;183827.889193207;369569.673226415
6037;186220.161989344;359753.361050273
6039;177577.331608118;356115.416674485
6041;196528.945787977;356232.319369307
6042;199893.227875443;356309.745670745
6043;198304.817703448;355644.374681241
6044;199421.971964319;354739.084081925
6045;198923.627375172;353720.00382069
6049;194804.895286705;354296.323891137
6051;190480.319543796;351001.882479653
6061;200076.347827659;348316.361829654
6063;206038.189708516;350565.524071555
6065;194149.824844215;348936.756534297
6067;192920.674390845;352203.549350704
6071;200021.956082865;360083.006070668
6074;199749.172107308;352493.467158269
6075;204277.941088316;353136.79207685
6077;197532.031429243;350681.946343693
6081;193737.140078319;360679.445562759
6082;196372.106283621;360739.707586207
6083;194764.070034756;362119.370120935
6085;192773.578669565;358810.678846522
6086;196307.321003703;364233.710381808
6088;192175.579733691;364783.524576779
6089;191050.770691863;367733.792131906
6091;185956.708092526;362525.275921907
6092;187304.927475926;362384.371410494
6093;189721.94211681;364358.795812034
6095;189381.751999384;360052.718205419
6096;188115.537277005;356945.272245722
6097;190555.152801742;355741.399257491
6099;191819.097929821;356637.600561102
6101;188829.423266302;346508.976211233
6102;191090.685101367;344629.510093945
6104;194243.58425573;341657.458895559
6105;195745.466332804;345402.15634903
6107;187305.692369739;349778.302688786
6109;186280.533113666;347339.34612
6111;191434.466284463;346915.43624774
6112;191252.022075419;348511.292990689
6114;187774.2873241;342490.7995084
6116;185388.214389588;343501.371378692
6118;188128.783492453;339094.735393396
6121;185221.83842048;339511.981551613
6122;184996.596065416;339313.838280417
6123;185614.555739516;339855.58512043
6124;182969.19339885;339691.067871264
6125;182238.276319856;337414.052355502
6127;182605.112813864;339830.079417109
6129;182471.69552;334590.72777525
6131;188595.92695;334383.637817341
6132;189907.086660456;333380.170330649
6133;188289.916143412;333384.752674831
6134;187656.747607388;333545.510753826
6135;186976.689215682;334757.70654797
6136;189073.210274421;335643.293256638
6137;190168.940385173;334420.583630494
6141;186488.759683247;336620.717508247
6142;186021.617341642;334624.162711144
6143;185115.391734579;335904.104404673
6151;188599.940189947;331524.500586508
6153;189764.513948858;331480.309347945
6155;189054.241898376;330028.423913961
6161;184932.807054493;330485.408019614
6162;186385.4825;331872.35657964
6163;185368.66009547;332766.585099477
6164;186139.945753283;329836.428231187
6165;186080.481629949;330445.233295305
6166;186952.525628052;331353.803575581
6167;183980.082770338;332953.453453333
6171;182116.053321715;330935.457377959
6174;187513.560195288;329407.562298255
6176;186830.348308442;327888.778501747
6181;181418.544733977;329400.010451818
6191;184399.789017187;327274.18580837
6199;182439.917766592;325332.662675724
6211;176361.019460951;317788.866154499
6212;176218.005627965;315683.862421816
6213;174815.036504824;315909.543207602
6214;175156.879217207;317362.936294763
6215;173700.296171428;316929.355482809
6216;174112.198261987;317685.689320505
6217;174878.779092716;318448.253282874
6218;174393.453159883;319759.618022674
6219;175837.112928994;319672.529029783
6221;177264.18130403;317776.320019396
6222;178330.401462826;320833.437696845
6223;177098.056815081;321951.416748028
6224;178086.441842996;317815.895750389
6225;179729.326077003;319316.153280836
6226;179291.68573542;317759.197423064
6227;178864.45434597;316578.133876374
6228;179054.455472447;315287.015231214
6229;177637.773814344;314982.013941393
6231;180743.647489458;321554.085216158
6235;182679.362217694;323490.878285657
6237;181331.106392777;325230.188456667
6241;179738.815350767;323730.854760251
6243;180749.052898558;326400.983706553
6245;178218.913714572;309719.988780262
6247;179521.594122838;313152.576147798
6251;181652.114469988;313496.608445196
6252;181681.354299411;312724.931760588
6255;185643.764194867;309403.692046854
6261;183528.718225247;310515.916697772
6262;184591.01636753;311200.819686255
6265;182465.893100634;311833.993244787
6267;182314.36671555;315080.357755507
6268;182741.830968483;317250.163554502
6269;184790.033254178;314607.077000918
6271;189651.964833012;312191.078537055
6273;188654.820612679;314030.120693062
6274;186974.477490976;312448.206288766
6276;189326.686952574;309772.478388611
6277;188305.706895374;308968.210168502
6278;188129.718392145;310215.850661631
6281;192710.482193433;310930.992563227
6285;192377.787566384;308396.770615801
6286;193758.902944801;313566.048411315
6287;194000.290942705;315872.848190451
6289;191960.674719685;316747.065636614
6291;198696.656766928;309311.466709346
6294;194556.784072647;309520.905928301
6295;197074.643843208;311109.225010975
6301;186026.48114812;319352.042281708
6305;188458.291332871;317519.925237725
6307;187380.769507692;315763.078329166
6311;190499.905689597;319315.494906376
6312;190765.923756462;318854.272432313
6321;190268.582721074;316033.171792483
6325;183023.732166189;318940.144468481
6333;185201.478357591;323508.72341911
6336;187999.384363296;322564.45041598
6341;189001.394079203;319655.834041593
6342;188576.23093038;319386.900253164
6343;190480.353844475;321493.03853826
6351;198071.941339085;314303.142054678
6353;195436.549383529;314497.921832549
6361;189833.150413142;325870.830422035
6363;190574.319353251;324131.512462693
6365;190033.37457867;327932.359166066
6367;193072.021854077;319815.623878648
6369;196348.162059014;316678.430487365
6371;198725.035528782;323779.551299631
6372;199815.509471557;321714.183678742
6373;199629.812855427;324418.018255081
6374;201434.928289419;325580.149680129
6411;195702.862635325;322070.32601753
6412;195252.757430475;323393.555449015
6413;195188.617927216;325403.500739897
6414;196177.790430906;325674.267311545
6415;197222.222337918;323315.37276394
6416;197749.888568654;321346.962343269
6417;197027.123912911;320917.273659624
6418;198314.640184848;320064.669080392
6419;196373.335642317;320087.948038021
6421;194711.522092857;326571.491760714
6422;198386.812693434;317281.067484975
6431;193331.336930148;326030.799790848
6432;191772.005626466;325893.665312995
6433;193153.094327778;325018.839062639
6436;192643.146426835;328037.181345316
6438;191480.079633011;329101.527830888
6439;191518.006556129;330841.544104731
6441;195677.215824459;328990.737119967
6442;197127.226660245;329394.04506077
6443;196678.911964428;328136.766768206
6444;195279.562018066;328156.673165394
6445;197328.346223571;326877.36756051
6446;194352.093683752;327385.980509213
6447;193934.069804485;330169.932298153
6451;197039.122406475;331086.842622842
6454;194663.867897531;332167.849356173
6456;193475.611347843;331327.315367843
6461;202901.18982682;319589.29246954
6462;202589.010066292;318545.256638577
6463;202796.889498925;320592.123813333
6464;203417.339297862;321563.138797305
6465;201078.741673349;318289.990491626
6466;200410.525111638;319178.340335375
6467;200042.137933209;319867.220739552
6468;201035.396859923;320868.222793512
6469;201536.938824043;322517.552239344
6471;202545.376272442;323088.344575083
6511;187873.212830693;428573.451921782
6512;187397.132051594;427991.549135942
6515;186946.522200749;432847.335404682
6521;188658.786870732;427917.949400854
6522;189379.397511823;428069.845434917
6523;189425.74421022;427018.616613846
6524;187986.703584355;427556.284424677
6525;187992.284005566;425722.793340167
6531;186776.580916093;426914.26484656
6532;185922.029434438;426171.741530414
6533;186802.348778846;425601.804403269
6534;185026.302547232;425422.003201903
6535;185336.493485965;424296.725893734
6536;184202.202622932;423342.760565413
6537;182998.201145666;425111.824324
6538;183749.522784605;425679.377351807
6541;185634.414116481;429573.960062249
6542;186102.012087421;428190.211538994
6543;185548.553278004;427725.103092744
6544;184314.644245228;427191.834580498
6545;183564.447788068;427450.707995644
6546;182216.284609893;426983.596569519
6551;183647.777231116;429619.861564845
6561;192307.869379556;423254.289468808
6562;193370.464732752;419349.89326597
6564;189630.746411655;424821.191643919
6566;199074.851877432;430015.661235214
6571;191556.755217603;425284.407103994
6572;192194.699327405;426126.380677697
6573;192145.797673972;426685.160018493
6574;190407.479103676;427505.44377598
6575;192879.019922345;428165.138382743
6576;190858.359026355;429720.905015327
6577;194129.382279098;428878.594469262
6578;196622.359252741;428078.418575979
6579;197685.880598024;430179.973537945
6581;187235.010095156;422579.782024929
6582;185503.15203227;419790.548714601
6584;188818.955899294;420063.45216
6585;189933.423191375;418642.599219347
6586;191567.680920877;417039.022495198
6587;190728.125312987;415995.388024242
6591;196164.236377199;411969.766810409
6595;197482.813411529;412518.908619298
6596;194166.062534435;415022.159422783
6598;197383.028140498;409241.899684273
6599;199058.061122084;413851.48589727
6601;177459.561149861;425406.970460694
6602;178270.09129346;424102.624040428
6603;180784.114754764;423484.1527679
6604;179289.245510391;426114.478434488
6605;178290.844347145;423399.875350734
6606;175471.419914489;423697.17915625
6611;183620.14147599;420751.326690965
6612;180317.427322556;420092.056688722
6613;177781.442788103;422192.754315434
6615;176006.46357811;425905.628967742
6616;175095.654258284;427260.943379586
6617;173554.5808518;429342.946620221
6621;158341.474850565;428517.702173183
6624;155027.706464102;426319.551914178
6626;161082.458158224;426922.354946475
6627;164582.182118778;427449.00378552
6628;166398.803251383;429290.660677865
6629;167643.227111501;427167.775308577
6631;170284.369255067;429407.527763671
6634;172172.122807082;426345.517179603
6641;180869.409896884;429784.105367437
6642;181036.952983736;429489.323751429
6644;178355.830048985;430619.657066751
6645;176736.592045759;431465.826157988
6651;169078.494976763;433071.189502988
6652;169972.990934946;432176.306355645
6653;174037.151818902;432742.922667988
6654;171966.43368782;432740.401836218
6655;168676.118918435;431899.378047745
6657;166370.148018791;432568.59704232
6658;164202.788637182;432500.44469966
6659;161309.169559431;431141.473737984
6661;186503.374680542;437880.471993333
6662;186978.365075402;436442.060321949
6663;187881.539286983;431187.280126446
