PC4;X;Y
2954;105141.317301906;431807.72552346
2957;106512.89222107;433121.429483278
2959;112488.259015447;435109.860810894
2961;103991.966594569;432959.630059363
2964;117747.41659088;437217.2004568
2965;119604.300850709;437994.148425177
2967;121485.489382669;437856.312176381
2968;121537.731664285;438819.488707143
2969;108446.933064444;430297.483495741
2971;112053.478584096;431324.971456427
2973;116092.641957051;431281.687506731
2974;115325.345305364;433430.372227969
2975;118901.290774534;433443.248775155
2977;121638.901048432;435221.441812892
2981;100503.238447349;431305.827233638
2982;99828.2392639143;432205.8153237
2983;101195.085963288;433009.077234685
2984;101808.830976115;431769.596557643
2985;101203.295548814;431052.243297004
2986;102101.463349223;430741.15911019
2987;99523.0678138137;433461.656124925
2988;99143.2859266911;430375.802229151
2989;102425.250367793;429759.420323874
2991;97187.6049331792;429787.528634381
2992;95561.3551498027;429373.793350986
2993;93647.7224650741;430009.94802705
2994;94045.5080856886;430524.964388909
2995;98987.6063051376;427363.197323303
3011;92973.8629773519;437121.924235888
3012;92288.7779421751;437150.074914589
3013;91793.1687656159;437716.595023782
3014;91697.4511183486;437119.619749236
3015;91632.7709787081;436314.530799043
3016;92247.2680695054;435901.902289011
3021;91187.363229427;436871.79471875
3022;90341.1273152173;437216.860993168
3023;90606.1605587661;436514.73061948
3024;90850.8668100303;435769.802321885
3025;89819.810604043;436108.885036119
3026;89996.4120759688;436459.622734108
3027;89567.1496622448;436900.586621429
3028;88848.7648311525;437011.715342991
3029;89093.1652919999;436108.23496225
3031;93396.4201401685;437978.535678652
3032;92543.2350873809;438105.376688095
3033;91834.1310570908;438029.442776727
3034;93922.0713327034;439326.202620349
3035;92695.0103130596;438653.217854851
3036;92860.0302789609;439177.13342961
3037;92105.6718234096;439127.633617303
3038;91604.0078468817;439001.749488817
3039;91033.5077609626;438426.896219073
3041;89917.2114263789;438130.562440527
3042;89408.4841237687;438777.937152248
3043;89313.9088997785;439514.042530786
3044;88588.1781750921;438230.924648708
3045;90344.5101665832;440161.53845632
3046;87949.7448518072;442034.340946185
3047;87166.9630219806;440485.129843237
3051;92402.0924808362;440027.540595819
3052;92002.7469798722;440743.470499361
3053;92225.0230259878;442158.818390577
3054;93316.5315541547;441313.162095845
3055;94291.563824165;441811.534652849
3056;95210.3945893617;440761.105290329
3059;100024.115074611;443243.625679102
3061;94333.29914733;437970.3954
3062;95283.7609594981;438155.186454002
3063;95370.4071453464;436562.920322178
3064;97444.3510308194;436084.507867541
3065;97359.8909006767;437609.153084602
3066;97636.3488799998;438939.429773407
3067;97686.8797755228;439800.487863807
3068;97700.3013316609;441662.616523634
3069;97961.024571443;442348.547158435
3071;94204.9199165373;435868.537671576
3072;93605.082363983;435195.399607627
3073;93948.262002349;434262.871485906
3074;94632.6318465163;434715.378052254
3075;94457.2329594495;433426.145981468
3076;95498.1606983562;432340.655569041
3077;97704.4689618666;434202.011552133
3078;96980.9811699323;433873.914135642
3079;97098.212217524;432833.932346141
3081;92982.0667039267;434224.8222089
3082;91636.8262451806;433792.243679518
3083;93028.493025222;433584.171241208
3084;92431.4456760293;432229.586007501
3085;93373.2224406308;432027.530482375
3086;91891.3313752659;432282.157565957
3087;91110.2739360961;434042.691730214
3088;89947.0961930455;432062.241329976
3089;89161.6501442366;432889.213857321
3111;87130.7812405156;436738.768716943
3112;87755.9002243901;437037.268683536
3113;87694.7957241005;436321.374582014
3114;87287.4743352458;435793.059039344
3115;85773.1529097419;435648.023167335
3116;86565.4989011681;436238.247858178
3117;85850.9996078671;436541.185067657
3118;85626.3900523885;437287.984940764
3119;86612.3937775091;437543.321555019
3121;85830.0170721131;438790.224727233
3122;84980.3259553957;438715.86196259
3123;84705.6529466311;439963.891199823
3124;85651.3558252772;440129.498471175
3125;87417.0108005049;438844.685797475
3131;82805.0292504872;436306.440869786
3132;81569.779343092;436166.967033059
3133;80789.8080970245;435546.600654981
3134;84100.8817043901;435843.493208455
3135;83929.8936002277;437041.683218907
3136;83604.8095182926;438345.230904471
3137;83143.4796796185;439575.277948868
3138;81859.007126736;438389.405554687
3141;77998.0049040087;437477.261613808
3142;77048.8958051427;437999.507883714
3143;77512.8062246752;436660.809221645
3144;76225.2473316405;437829.815313672
3145;75580.6150232056;438862.433798565
3146;75190.7792898601;439586.226993357
3147;75902.1558787234;439557.291593191
3151;71255.6922300751;442641.737718496
3155;79182.9777476308;439980.697455237
3161;90356.3719556254;430207.208612241
3162;92336.117855102;430177.808526345
3165;88349.1144193367;431845.408461326
3171;86933.3340289978;429942.746602345
3172;87423.4739912476;429224.685272626
3176;86964.4315326682;431313.31802793
3181;75889.1333104876;436615.910744878
3191;84665.2482613281;430726.630487305
3192;84207.8229021868;430206.919765209
3193;83405.6931272936;431626.572411697
3194;84829.2087658493;431856.263131524
3195;86415.7733815382;433104.333772923
3196;84410.1907743463;433303.011101961
3197;77997.5939210051;433566.541063531
3198;70514.3649912251;438606.571954636
3199;63623.058524458;439989.184278328
3201;82105.3794663101;429362.875316399
3202;81266.6608231707;430586.467438293
3203;82906.8508629166;428573.387968125
3204;81632.695788361;428252.802986223
3205;83672.1182117728;427439.216265374
3206;81843.7589219696;427489.365046023
3207;84363.0077014657;428217.334252932
3208;80635.2949266775;428619.059722586
3209;82634.1351737704;426737.005540835
3211;77639.0739316238;429635.200237363
3212;78888.6497845453;427154.385951688
3214;77727.9849698264;426166.590927977
3216;75417.684861898;429112.016179037
3218;75523.5329131091;430702.682726891
3221;66811.3651659664;428075.344081513
3222;67872.4408392736;430243.551418328
3223;69826.4368519359;429456.71208785
3224;70008.3008797671;427792.197956769
3225;70673.2063906411;428009.222679723
3227;72528.3352174603;427103.525400793
3231;71278.078888697;435996.107690895
3232;70326.1891652116;435183.857568386
3233;65972.3224997217;437328.838932545
3234;68632.4661496221;434330.038416877
3235;66566.9383534502;432870.803015225
3237;71730.7238588743;433723.596575541
3238;73580.3508999999;432830.916642776
3241;71790.6901133333;418507.781834348
3243;75098.1093431077;416872.371860401
3244;69931.324172259;414461.675315781
3245;69421.669919193;420518.829397492
3247;66127.7127004483;419896.574076569
3248;64247.353487069;421444.169738621
3249;66074.5130264329;415306.226546815
3251;61751.4237231722;425137.173437175
3252;58023.8371892458;426860.474317458
3253;58296.2500943613;424508.930293096
3255;73111.177239965;412988.994902792
3256;78034.6972773987;410612.785990832
3257;81015.3889785592;410817.762890566
3258;79418.4127850266;413332.478613235
3261;88696.7861650251;425673.404330934
3262;87215.3207145561;425840.758812308
3263;86774.6007752974;426692.791488988
3264;84730.3440889028;423928.270249054
3265;81699.1529107743;423331.42383569
3267;79398.5154474893;420948.399821548
3271;92489.9550175;424318.471467125
3273;91580.1437998336;422591.417716805
3274;93239.5192467011;426419.470727943
3281;92386.7387340871;416334.406539095
3284;82999.7638649714;419259.577588842
3286;90802.2732939597;420086.419536074
3291;96812.1996856875;418259.491199907
3292;98270.9763252388;414511.068849522
3293;100351.29383848;418248.311217402
3295;101050.546168398;419473.941621501
3297;98504.7550290622;424010.72831375
3299;96860.7225396151;422309.136718269
3311;105670.279118849;425232.906838889
3312;106749.697605472;424776.071083585
3313;110103.186802703;425346.057271371
3314;104857.804048848;424069.407795853
3315;109108.107830052;424424.206337478
3316;103539.092076493;421889.853331948
3317;104685.313196;422648.3746942
3318;106219.228635897;422480.728010769
3319;107729.519014462;423047.286059231
3328;105686.793862683;421306.085285854
3329;107492.535156694;421368.597742479
3331;103485.322787687;425985.226843844
3332;104054.100264119;426438.870904793
3333;102126.850059375;425915.760103125
3334;100878.820267414;425629.230985172
3335;101269.683147472;426522.518385934
3336;101547.280271204;424786.399045026
3341;104031.131261538;428527.910724403
3342;102392.237153436;428477.557833175
3343;102839.177740482;427722.702135791
3344;103844.6598845;427301.706898333
3351;106440.61752533;427383.083094053
3352;106931.633704037;428277.05128882
3353;107078.732573447;426798.600911563
3354;107516.39399088;426827.196674214
3355;107755.538621385;427836.688959638
3356;109601.854116694;427622.020774624
3361;112446.730175068;426136.976736994
3362;113580.618831469;426042.129679895
3363;111437.056230053;426622.698783655
3364;112790.354727715;427407.2591094
3366;112322.577611304;428970.250889043
3371;117721.605441314;426758.13482733
3372;120918.455094009;426718.985610138
3373;116295.289034431;428403.160765569
3381;120476.009327989;429208.908397418
3401;131169.891836653;448090.767237239
3402;131186.3011414;449730.110217675
3403;129460.761209935;448663.779410799
3404;131193.060810169;447111.194690799
3405;126103.192077097;446426.078102494
3411;125233.138896098;443246.645384698
3412;130104.936837255;444544.576746078
3413;126961.327712313;442820.685186567
3415;119012.149181468;444349.887007339
3417;125352.650242997;450513.906455049
3421;118581.519605125;448202.384670739
3425;120697.148822628;449800.195293674
3431;134274.919353218;449511.937130693
3432;134532.012449556;448122.691503197
3433;135782.812869876;447395.024244255
3434;134140.933895532;446640.012923575
3435;133501.471214674;448325.174254348
3436;133261.40936129;449614.240007419
3437;133312.519467694;450368.085232842
3438;134531.024874032;451049.580999713
3439;136246.183345013;450126.683922762
3441;120618.407567834;455457.296093312
3442;120089.287607711;455070.990749638
3443;119011.275652975;455994.367720442
3444;121680.723958356;456696.784515229
3445;122564.621124227;456458.752021134
3446;122182.44963687;454963.318814589
3447;121010.714182304;454502.445587243
3448;119259.924631707;454093.982603252
3449;118241.144409125;454919.839883054
3451;129539.367605065;457051.931582468
3452;129015.51718299;456191.762310481
3453;129516.123503063;454915.472007198
3454;130385.42065249;455047.380466514
3455;128335.237689228;459715.612568328
3461;122753.22197022;452382.938777941
3464;118392.690779258;451437.032433625
3465;114639.128121066;450117.763501523
3466;117448.749792627;452424.9401874
3467;116610.736765574;448187.890878689
3471;121727.350188667;459988.050052466
3474;116561.739036918;460213.95395148
3481;126466.188824022;456315.744618117
3511;136624.53712066;455610.782458191
3512;136860.467162293;455829.145236288
3513;135925.09943149;456765.619789362
3514;136794.958624435;456946.751898539
3515;136534.847895679;457148.815574691
3521;136113.443784283;454801.594737306
3522;136192.168638547;454031.470226856
3523;136892.684703966;453610.17381898
3524;137744.111684987;452878.210556998
3525;136615.316982704;452778.839365094
3526;135448.910904929;453051.361270704
3527;135100.557548478;454348.438216739
3528;134136.920980381;453720.516642286
3531;134880.182584342;456057.106920048
3532;134745.747710094;456226.813607941
3533;134372.670362796;455620.90905782
3534;134213.674264815;456946.886823704
3541;133168.278449917;455915.586608985
3542;132647.2114;458225.829530694
3543;131203.458415515;458065.492495273
3544;132024.48420933;455855.522724259
3545;132803.409612844;453751.063775535
3546;131195.075818182;451364.892245068
3551;134847.836186166;457329.012950198
3552;135237.928933375;457701.700187671
3553;134536.728683796;457992.847333912
3554;134720.36715595;458302.751570595
3555;133975.120050148;458651.319024481
3561;136951.099316216;458350.206940049
3562;136448.771527364;458705.22249839
3563;135197.763250202;458908.512117207
3564;135592.090916923;459449.72397
3565;134438.47176958;459758.972421329
3566;137006.063644202;459420.898964638
3571;137411.788678873;457581.771519437
3572;137568.94670477;456614.042624178
3573;138579.522891641;457310.196260371
3581;137665.054712217;455859.999239668
3582;137690.051819626;454758.623681309
3583;138188.4006625;455217.516423674
3584;139459.779159873;455180.815095541
3585;138926.794828526;453583.766060539
3601;131553.370491776;462178.542333084
3602;133012.871258245;460936.882781392
3603;130789.387693957;461588.918436452
3604;132064.392772187;460333.612162633
3605;130124.057309158;461132.65984505
3606;131031.011837716;460061.47525917
3607;129687.538437159;461052.430478599
3608;130588.532336363;459727.864522511
3611;133013.738425556;460323.23946963
3612;134040.289442295;463854.919089016
3615;137716.832093905;461788.751464108
3621;129297.083765746;464142.431108748
3625;132851.40103139;465340.643926009
3626;127010.696785604;468852.166843653
3628;124967.5773748;462466.085238831
3631;129582.68435498;467695.684798008
3632;130273.093556646;470310.793355351
3633;131142.527105257;472564.524759979
3634;128236.774555579;470634.678298967
3641;118827.284026463;469361.286865764
3642;118954.163616718;468279.459935294
3643;118957.542270395;469957.6243
3645;124645.653769725;470395.317452316
3646;120985.80015427;473220.854735767
3648;121426.051773402;466363.389953541
3651;118433.300874755;461807.697768298
3652;119805.776565826;463999.164008945
3653;119553.455756757;462226.66787027
3701;145398.069258524;455395.433800891
3702;144688.821406347;455684.769846827
3703;144183.504801935;454550.431190322
3704;143326.372364438;455525.910102987
3705;144739.710180576;456634.737160726
3706;143851.77711374;457009.787010178
3707;147017.413096794;456362.806803988
3708;146400.86572523;454594.33190473
3709;144725.021294808;453182.799201354
3711;149897.947333579;455251.374383652
3712;146485.568066149;458845.942075176
3721;141880.272423922;459011.821641446
3722;143119.29508195;459830.464429668
3723;142532.801306407;462144.53774897
3731;140416.849892811;457550.811983569
3732;142199.630872691;457564.610794904
3734;145268.989184777;462093.746796839
3735;144737.840561505;459399.214928654
3737;138258.637708826;459503.200889234
3738;141125.942147934;463358.156986501
3739;139937.999723441;465839.181009353
3741;148600.555686183;469979.425922443
3742;149088.294631335;468662.807259575
3743;147711.358528736;468919.907879474
3744;144920.2038673;468449.1091236
3749;143897.648880442;466413.576473469
3751;154839.000392944;471427.824698992
3752;153376.059378978;472547.551233595
3754;150572.208292842;473584.524912148
3755;147143.586935529;473526.550127545
3761;148517.098742631;466345.265722281
3762;147790.547048656;465583.17441867
3763;146331.043358256;464669.870068089
3764;149348.36761119;465860.80871034
3765;148506.739405704;464420.61287148
3766;147599.330800376;463821.191705144
3768;149676.955472768;462578.100705388
3769;149809.770763833;459311.216145363
3771;169882.07819009;461783.674084925
3772;166960.973925506;459722.777805749
3773;169919.943245188;461146.804662762
3774;175394.663851356;462968.43773587
3775;180282.947105945;465016.932062768
3776;176703.556103855;467497.028216265
3781;170768.733032;467066.023141255
3784;163537.522660252;463716.410530515
3785;163659.730157439;465820.229089792
3791;162282.17904472;460871.916101063
3792;163640.653049041;461419.862270137
3794;163204.025676799;459508.431677471
3811;155091.357986214;463038.67363251
3812;153578.671158936;464109.882868298
3813;154744.324527939;464623.488671049
3814;155637.69640086;463647.475004011
3815;156847.526006931;464035.337887871
3816;156774.051942873;462913.886739499
3817;155124.591827068;461873.375334712
3818;152556.242181231;460951.964016683
3819;151489.799288571;462688.558128571
3821;158052.323051176;465246.575791563
3822;155573.843110961;465824.245534371
3823;155532.516358993;466574.147928058
3824;154671.11953341;467866.852733641
3825;157006.61;467294.296790125
3826;157740.410829605;467866.695441667
3828;153330.029722817;466765.260463903
3829;157761.329341035;467399.802322864
3831;159548.700048044;459674.244335621
3832;154789.231693191;458433.252223171
3833;157303.153811085;460684.621180071
3834;158381.47987617;459931.044995319
3835;158111.616550602;462673.581971084
3836;160710.381096844;463545.179606146
3841;170967.63854272;484501.961404789
3842;171585.038218736;484021.523396514
3843;172918.338243461;483312.336838846
3844;170255.983187978;483153.254657013
3845;172241.196042558;482317.107977508
3846;171712.766221443;485365.774307856
3847;173710.409322371;481882.345191013
3848;172699.60371723;484542.796421284
3849;175248.789256828;484903.206585714
3851;171013.662502731;478939.498308195
3852;174953.409433561;478072.769360509
3853;168782.472139315;480157.667967123
3861;159067.285796989;470842.518262958
3862;165164.736131714;468530.828657007
3863;160143.263268483;469758.526471327
3864;160459.199167425;467349.730749212
3871;159901.691566151;465660.148655155
3881;171240.090765057;473506.767665903
3882;167874.877524863;473229.937756216
3886;176568.16997964;471073.449304777
3888;181916.74049037;472880.947902466
3891;165991.444515899;483595.14002214
3892;165349.535830749;481811.974008289
3893;163915.549600237;483368.173204038
3894;164580.893760725;483895.369440181
3895;163791.570628767;484476.661172603
3896;159531.382018079;480843.807110876
3897;156897.191136016;488337.116252735
3898;167548.457309778;487776.472470815
3899;163908.612918893;486642.284607492
3901;166598.833403794;448506.196845979
3902;167569.870151046;448479.876083026
3903;166657.856065038;446898.119553637
3904;165858.517017808;447328.529879768
3905;166323.78737825;449637.788310811
3906;164565.201422316;448666.072628842
3907;168447.305112405;448467.085377975
3911;167243.115183276;444388.783848594
3912;167020.440342453;442170.932235849
3921;164082.191596137;444966.131657504
3922;161877.193793548;445129.801664223
3925;162501.635716076;455262.373072688
3927;165155.519472715;454067.035847298
3931;157659.446231878;454732.895313033
3941;152407.234396613;450243.060902634
3945;148547.929870026;445601.304528515
3947;151225.401578766;446297.982438307
3951;153642.861883276;453023.015097931
3953;156953.350231411;451868.105967126
3956;158431.023581738;448979.259253706
3958;159425.283275258;445734.083913832
3959;162416.517382819;449339.230835494
3961;150308.312293376;442865.251797834
3962;152279.777094153;443558.531600974
3971;148678.049704534;453115.380598546
3972;147076.888098194;450079.430788294
3981;140851.311318889;452776.621368
3984;143409.994615854;450810.740997561
3985;145889.263675779;448163.908399201
3989;138065.016057407;444598.351096296
3991;139479.951866758;448243.471594505
3992;138419.472426247;450073.263381759
3993;140370.852698645;450045.418853388
3994;141130.104453229;448904.835456793
3995;140296.640755905;448858.891521483
3997;143752.651772381;446111.009613524
3998;141579.72498664;444035.288680972
3999;138469.619669906;445143.61287116
4001;158190.970326571;432986.528475429
4002;157285.471222673;433952.245893556
4003;157224.047891588;434157.580601262
4004;159082.485364469;436113.574720696
4005;159048.84151329;433985.756537909
4006;156609.404448629;432356.544570567
4007;156831.490813153;431349.742635783
4011;156859.257761711;437168.567108784
4012;154253.321807954;434729.514154545
4013;154949.752299291;433271.528237589
4014;153344.28987642;430993.205226334
4016;152547.121966917;433197.834187218
4017;155535.367037288;433512.871401017
4021;157191.531617761;440818.892231752
4023;153173.994701433;440452.130496953
4024;159497.982518223;442538.090900683
4031;161394.222902365;441702.17549957
4032;161236.13521931;438687.897668506
4033;164592.59352928;438760.47019712
4041;167340.309670249;438575.91018371
4043;171724.880206572;438707.891262078
4051;168266.210159122;436021.668579972
4053;165004.634351206;435519.088124861
4054;161623.464048882;436142.933989126
4061;153480.599294586;428736.79344797
4062;156262.072805586;430308.910003631
4063;151967.469869054;425708.580832665
4064;153385.227262327;426478.645234072
4101;144485.581341274;440807.953437026
4102;144935.215558933;440491.153891467
4103;144401.203601734;439808.370894027
4104;142805.916692605;439275.219087899
4105;142385.60698339;439750.412659841
4106;141948.493921994;440761.647868915
4107;141557.343713892;438600.86331114
4111;148872.851868345;439036.563738705
4112;147268.041083807;439803.730504545
4115;150069.873651971;438140.683288172
4116;150747.883917944;436102.332522648
4117;152044.750168648;433998.074922342
4119;151145.137825259;439375.239231142
4121;139017.921449234;440869.630562363
4122;137837.381797468;439224.28094462
4124;136531.794256136;443745.547276671
4125;136576.799983333;444330.116867647
4126;133118.690476254;439037.602983278
4128;130187.995444913;440732.74184157
4131;135186.368643809;443477.473139167
4132;134454.994851797;444963.119266173
4133;133197.33854259;442980.737902684
4141;135342.060789809;433724.110782166
4142;133545.019400723;433654.312932289
4143;135098.174975123;435825.206065303
4145;136897.845720497;437670.262810352
4147;135963.322494711;432341.724687981
4148;149425.245866666;426625.020577778
4151;137565.62538822;434575.861068672
4152;138436.042975;433926.134264366
4153;142599.199431948;434762.951567403
4155;139193.845333711;431256.263896317
4156;140462.698378996;431644.296353532
4157;142789.592396407;431979.168126048
4158;145213.40726444;432284.745135199
4161;132946.726460794;430862.640384863
4163;133148.699268724;432474.084708231
4171;136952.747989111;427540.967954193
4174;140457.683372629;426906.877657974
4175;141971.995742809;426426.776342977
4176;144008.998362645;427495.523390951
4181;145795.581118431;427639.928714963
4182;148097.62704592;428213.529795825
4184;149431.128695011;426477.009808617
4185;150111.440886298;428823.226299279
4191;148380.931012416;431986.254746391
4194;148426.701242387;430493.517896194
4196;146058.076265819;435181.815214308
4197;147789.801612389;435775.653442099
4201;126547.815672054;427035.743210438
4202;124685.586771658;427267.289864171
4203;124829.275337342;427387.524525949
4204;124453.211767692;427965.282382462
4205;125432.36586455;428469.162085362
4206;127131.211803478;428302.350494203
4207;128258.354462763;427797.093615465
4208;129375.049693134;427180.705930746
4209;122999.714232234;428726.750057143
4211;129230.465780893;429713.982491071
4212;129535.665851134;429256.984633196
4213;129158.036712766;426476.877438298
4214;131757.102604675;426951.215388008
4221;126593.907147112;432746.080392298
4223;124188.909028611;431921.566636944
4225;124579.848091984;434515.936568988
4231;127698.821612762;436331.744008381
4233;126258.863779612;440391.835326861
4235;124501.264125148;439928.264073077
4241;128567.463789481;430919.853102519
4243;129740.833703606;434164.319340865
4245;131174.125029505;436258.128204785
4247;131311.809249119;431519.245263877
4251;119884.630305949;421666.822679114
4254;124466.534284657;424746.647290137
4255;122738.377745;420954.994338077
4261;134699.49280859;418876.43972269
4264;135155.086662007;421187.57236129
4265;134120.332790252;416768.180631047
4266;131713.7708;416315.521426506
4267;130871.414190256;414315.93538359
4268;128759.035852744;415159.695271341
4269;130268.166429396;418410.824278571
4271;126126.728388972;416053.838970927
4273;120714.477668638;416855.857115412
4281;132200.896311628;421636.653087791
4283;130077.74466817;421994.40415756
4284;128877.749738284;423350.187918828
4285;127348.335791176;424626.173110294
4286;126472.921108724;420609.515425525
4287;128634.821592063;420831.594348148
4288;127952.343208549;422138.813190155
4301;53740.1987462242;408158.259632113
4302;52332.3338322867;407337.944356502
4303;54492.3864194915;409027.852131356
4305;58861.6002635159;405075.208125898
4306;58064.4110669131;408472.557579667
4307;62070.3484155675;407169.974001282
4308;62012.4349792268;410374.909127053
4311;64820.2993407333;407528.255144788
4315;57826.3220307304;412120.325060705
4316;55312.1798431485;414912.246550437
4317;55179.1736781773;412323.848976019
4318;52906.8276886877;416676.679654299
4321;51316.5990157893;412512.063761793
4322;48289.6381043383;416443.812295011
4323;46885.5803382114;415935.65359248
4325;42556.8284065553;416585.461134447
4326;44913.9304510519;416347.25725554
4327;46083.0076844897;413202.517277959
4328;41724.5425409704;414998.313456199
4331;31943.2951305287;391568.83988125
4332;32811.1428749042;392675.862916475
4333;31706.3642185739;393357.046637148
4334;30230.0217157181;392489.51721897
4335;30708.5410375;390505.469383
4336;32179.9404769005;389586.193347368
4337;33080.6993057277;390162.628426014
4338;34020.1617187357;390966.763802934
4339;35692.7136687871;389827.792206362
4341;37604.7214758016;392233.329556122
4351;34760.6908329317;396500.096143775
4352;33098.12606057;396706.059889074
4353;30947.7589096078;397463.759957843
4354;32996.8134549242;401029.244572727
4356;28280.3679089184;399760.908477989
4357;23281.9233267854;397995.205428274
4361;21421.7480706631;395024.153719388
4363;24134.2710447032;396481.262078178
4364;29118.1415020675;394385.774499248
4365;24862.5814103658;394274.807108232
4371;28002.6057905054;389582.500066214
4373;25402.9408032344;391177.060027493
4374;22920.6800050387;393127.730867442
4381;29127.7470207746;385268.005453521
4382;29493.3731716362;386265.209059152
4383;28706.5543093812;386835.183376048
4384;27281.1947288107;387182.504823953
4385;28837.7058639013;387476.284956278
4386;29035.4324030878;387972.602525891
4387;29337.1556406349;389071.112171746
4388;30961.0578373361;387639.394718777
4389;36180.3765850452;384066.31164358
4401;60953.1543753967;390436.290379365
4411;72987.5244184048;381097.718137791
4413;65954.1345947247;383118.229578211
4414;64888.4844433241;381804.277491826
4415;63759.4205707602;384964.756071345
4416;61370.7953156556;386043.035907045
4417;57833.3358919354;386536.998123226
4421;55873.215858305;388734.627108588
4423;57849.9819270439;387747.402412998
4424;59470.6478346375;394200.048024493
4431;52043.4841613674;387132.219555437
4433;52474.8081871428;381980.381605536
4434;50210.2076722688;384061.786969748
4435;50380.3108181058;381408.970173537
4436;47724.8546221095;381496.23337282
4437;44924.9676424836;380180.136739216
4438;44672.8715972222;382084.194288889
4441;45109.925829581;383945.663307461
4443;48186.9598076794;385264.559155259
4444;48889.4396185431;388221.350570861
4451;45594.9522658039;387430.232187061
4453;42493.2999151785;386309.65770744
4454;41651.620243478;383516.280924825
4455;39655.6135388809;387053.192084505
4456;40975.4125993925;389941.18317753
4458;44852.0249452302;391269.11160329
4461;51053.2086514592;391657.547624885
4462;51534.0255072368;390075.837494408
4463;50775.4554661653;392565.158246992
4464;52057.9542098412;392632.139390794
4465;52099.1746592198;393371.950806028
4471;44911.534474474;394010.135643619
4472;48818.4810752293;391709.592941284
4474;55047.4157123674;392641.508437809
4475;51330.4678662183;394783.75066958
4481;52665.3623062892;390880.391039623
4482;52646.530331761;388219.179409958
4484;45369.9715481674;397830.299839441
4485;50781.9200183273;398309.979882562
4486;46364.7154889867;401342.004715419
4491;42537.2872007104;400921.519251332
4493;39660.3291217489;400069.80255397
4494;42174.8895993917;398399.415665957
4501;22365.8071484503;372611.841004855
4503;24130.5455474373;378318.327492253
4504;20767.7598257537;377959.728712814
4505;19759.7800847796;374512.863265554
4506;17789.3801010609;377146.884898276
4507;27623.1353645197;375500.702931073
4508;26743.0146658076;370254.380158419
4511;26419.4790490834;379503.891856823
4513;33772.4738423023;376572.912185714
4515;32138.6388112837;371715.312458217
4521;36242.4247911428;373074.773705143
4522;35198.8835965786;371871.097051515
4524;15908.4414315908;368314.294172143
4525;16589.4831612715;374512.467017919
4527;19659.4979360433;367847.031283469
4528;23764.7445277632;367362.377458026
4529;20850.5131322086;364290.843538037
4531;46149.271178634;372836.803129772
4532;47504.1270827633;372362.533646101
4533;49078.7518901023;372067.854772184
4535;48272.5567656455;370737.892150547
4536;47753.4576309829;370677.582648504
4537;46803.8665992388;371934.142733181
4538;47360.6599741709;370190.976879407
4539;49202.467728716;368657.697587162
4541;46603.0660239678;367629.275185206
4542;42358.2851802242;370959.115347604
4543;51781.7948165354;372120.367197736
4551;44260.3987849224;362864.23667306
4553;39876.5481410475;367827.397014616
4554;47655.7316977875;362087.491693215
4561;61356.0252769829;367606.976143484
4562;62611.4068840165;365615.012154918
4564;61321.2405319783;364304.065795122
4565;62586.5757799998;363558.618683051
4566;59502.0174330644;363221.047449194
4567;64418.4006174708;366058.960934276
4568;69555.8919564911;371540.770302105
4569;65019.8615493572;371095.760490103
4571;52325.9160788398;366358.736227712
4574;50817.7774333807;360728.987672325
4575;50930.6588805309;359037.848539823
4576;55803.8566832342;362017.5404
4581;57159.0842990113;370618.081658616
4583;61500.793388785;370012.424621963
4584;61289.3123018553;372323.142056586
4585;58382.6619792133;373909.636553792
4586;61949.0511981651;373416.570881422
4587;60661.7229195232;375322.099199319
4588;60923.9299880828;378798.269317271
4589;57013.9730420952;377291.543325143
4611;78457.2691980618;390105.564025969
4612;76903.1892273243;390861.307327324
4613;78178.102120879;391370.097331868
4614;80144.2218236384;392801.392449594
4615;78584.1026923664;389048.419119656
4616;78813.745934375;388139.349562109
4617;77976.1112807947;387922.013909713
4621;79645.3664361903;389805.827132064
4622;81014.5330504901;391100.851795833
4623;81685.1561606616;390075.255726471
4624;81267.3574315663;388231.127217349
4625;80693.6899459749;387240.484911986
4631;81580.0697098199;383625.852778478
4634;78967.9829892036;382000.307039541
4635;84519.7436862468;383522.037074165
4641;82497.9436717227;379219.150938483
4645;85113.7693958208;376464.477825522
4651;80901.0571851955;399896.041297393
4652;81041.1798615721;400660.075551528
4655;76630.6358688811;401612.884884382
4661;78017.7720370557;393104.095133333
4664;77547.4012649122;396435.945061988
4671;84986.0123132299;403199.010367461
4675;68740.6695313095;405693.429170287
4681;75074.3354930275;400994.348798532
4691;71435.4736297119;394056.063154897
4693;68295.1840872007;396828.084240583
4694;66189.7920238094;395363.258145635
4695;63474.4564348571;397768.963969429
4696;57812.2713725937;402998.969155628
4697;65613.2883228067;402811.785336842
4698;71337.7489505746;398758.092370279
4701;90795.4204171428;394090.319544034
4702;91578.6970223086;394518.496464202
4703;89003.5483144423;395031.219490676
4704;90715.5737489236;396444.376898434
4705;93040.9909871681;395722.337383628
4706;93162.8083320839;393658.4176997
4707;91557.8544126315;392450.839388872
4708;88795.3313034782;392064.235902898
4709;91235.7345641638;388788.936174232
4711;99675.203830324;395981.932737268
4714;101003.376458823;393903.499934626
4715;96287.7690266819;394065.770236927
4721;95792.9424490883;390223.333120898
4722;98464.4881827449;390058.289356863
4724;85886.9516657051;393405.259200641
4725;85257.7526403112;387821.460832956
4726;83745.8001677734;392296.169631055
4727;82618.9513841945;394709.179373556
4731;95992.0405567917;400615.983427684
